correct,in_candidates,correct_spelling,misspelling,phoneme_rep,suggested,suggested_phoneme,candidates
1.0,1.0,control,controll,K AH N T R OW L,control,K AH N T R OW L,"['control', 'cantrelle', 'cantrell', 'cantrall', 'contrite', 'countries', ""countries'"", ""country's"", 'contrive', 'kundrat']"
1.0,1.0,controlled,controled,K AH N T R OW L D,controlled,K AH N T R OW L D,"['controlled', 'controls', ""control's"", 'controller', 'contrived', 'comptroller', ""controls'"", 'contrast', 'contract', 'contrary']"
1.0,1.0,controlling,controling,K AH N T R OW L IH NG,controlling,K AH N T R OW L IH NG,"['controlling', 'controllers', ""controller's"", ""comptroller's"", 'contesting', ""controllers'"", 'contending', 'countrymen', 'bankrolling', 'concluding']"
1.0,1.0,controls,controlls,K AH N T R OW L Z,controls,K AH N T R OW L Z,"['controls', ""control's"", 'controlled', 'controller', ""controls'"", 'comptroller', ""central's"", 'kestrels', 'contrary', 'comptroller']"
1.0,1.0,controversial,contravercial,K AA N T R AH V ER SH AH L,controversial,K AA N T R AH V ER SH AH L,"['controversial', 'controversies', 'controversy', 'uncontroversial', 'noncontroversial', 'non-controversial']"
1.0,1.0,controversial,controvercial,K AA N T R AH V ER SH AH L,controversial,K AA N T R AH V ER SH AH L,"['controversial', 'controversies', 'controversy', 'uncontroversial', 'noncontroversial', 'non-controversial']"
0.0,1.0,controversies,controveries,K AA N T R AH V ER IY Z,controversy,K AA N T R AH V ER S IY,"['controversy', 'contractors', ""contractor's"", 'contravene', 'controversial', 'commentaries', 'controversies', 'quantities', 'contras', ""contras'""]"
1.0,1.0,controversy,contraversy,K AA N T R AH V ER S IY,controversy,K AA N T R AH V ER S IY,"['controversy', 'controversial', 'contravene', 'constancy', 'controversies', 'constructs', 'kontras', 'conversely']"
1.0,1.0,controversy,controvercy,K AA N T R AH V ER S IY,controversy,K AA N T R AH V ER S IY,"['controversy', 'controversial', 'contravene', 'constancy', 'controversies', 'constructs', 'kontras', 'conversely']"
0.0,1.0,controversy,controvery,K AA N T R AH V ER IY,contravene,K AA N T R AH V IY N,"['contravene', 'contractor', 'constancy', 'extrovert', 'contadora', 'contrary', 'commentary', 'carpentry', 'construct', 'controversy']"
0.0,0.0,convenient,conveinent,K AH N V EY N AH N T,convergent,K AH N V ER JH AH N T,"['convergent', 'conversant', 'component', 'consonant', 'continent', 'convergence', 'conversions', ""conversion's"", 'constraint', 'convention']"
1.0,1.0,convenient,convienient,K AH N V IY N IY AH N T,convenient,K AH N V IY N Y AH N T,"['convenient', 'convenience', 'confinement', 'containment', 'conventions', ""convention's"", 'contingent', 'consignment', 'concealment', 'conversant']"
0.0,0.0,conventional,convential,K AH N V EH N SH AH L,convention,K AH N V EH N SH AH N,"['convention', 'convection', 'contention', 'contentious', 'convulsion', 'conviction', 'confection', 'tangential', 'congenial', 'convivial']"
1.0,1.0,conversion,convertion,K AH N V ER SH AH N,conversion,K AH N V ER ZH AH N,"['conversion', 'confession', 'concussion', 'condition', 'concession', 'conniption', 'connection', 'connexion', 'converses', 'converging']"
1.0,1.0,coveted,coverted,K AH V ER T IH D,coveted,K AH V AH T IH D,"['coveted', 'perverted', 'committed', 'reverted', 'diverted', 'diverted', 'reverted', 'inverted', 'pivoted', 'coverdale']"
1.0,1.0,converter,convertor,K AH N V ER T ER,converter,K AH N V ER T ER,"['converter', 'converts', 'comforter', 'converts', 'converged', 'conversed', 'concerts', 'connector', 'connecter', 'gunfighter']"
1.0,1.0,converters,convertors,K AH N V ER T ER Z,converters,K AH N V ER T ER Z,"['converters', 'comforters', 'converted', 'converses', 'converting', 'connectors', 'gunfighters', ""gunfighter's"", 'considers', 'canvassers']"
1.0,1.0,conveyor,conveyer,K AH N V EY ER,conveyor,K AH N V EY ER,"['conveyor', 'conveyer', 'conveys', 'conveyed', 'convene', 'converse', 'convert', 'converge', 'kunzler', 'contain']"
0.0,0.0,corporation,coorperation,K OW AO R P ER EY SH AH N,cogeneration,K OW JH EH N ER EY SH AH N,"['cogeneration', 'cooperation', 'recuperation', 'cooperation', 'cauterization', 'corroboration', 'cooperation', 'coordination', 'exploration', 'correlation']"
1.0,1.0,coordination,coordiantion,K OW AO R D IY AE N SH AH N,coordination,K OW AO R D AH N EY SH AH N,['coordination']
0.0,0.0,coy,cpoy,S IY P OY,sipa,S IY P AH,"['sipa', 'seeped', 'seeps', 'zepa', 'secoy', 'cheapo', 'cebu', 'ceco', 'seaco', 'savoy']"
1.0,1.0,copyright,copywrite,K AA P IY R AY T,copyright,K AA P IY R AY T,"['copyright', 'copywrite', 'copycat', 'cartwright', 'conkright', 'copycode', 'cortright', 'courtright', 'courtwright', 'contrite']"
1.0,1.0,corporate,corparate,K AO R P ER AH T,corporate,K AO R P ER AH T,"['corporate', 'corporate', 'corporal', 'corporal', 'corcoran', 'corpses', 'correlate', 'carteret', 'carport', 'portrait']"
1.0,1.0,correspond,corrispond,K AO R AH S P AA N D,correspond,K AO R AH S P AA N D,"['correspond', 'cortland', 'corteland', 'cordesman', 'caramandi', 'corresponds', 'croissant', 'chloroprene', 'respond', 'respond']"
1.0,1.0,corresponded,corrisponded,K AO R AH S P AA N D IH D,corresponded,K AO R AH S P AA N D IH D,"['corresponded', 'corresponding', 'corresponds', 'correspondent', 'corespondent', 'correspondence', 'responded', 'responded', 'correspondingly', 'correspond']"
1.0,1.0,correspondent,correspondant,K AO R AH S P AA N D AH N T,correspondent,K AO R AH S P AA N D AH N T,"['correspondent', 'corespondent', 'correspondence', 'corresponded', 'corresponding', 'correspondents', ""correspondents'"", 'respondent', 'corresponds', 'respondents', ""respondents'""]"
1.0,1.0,correspondent,corrispondant,K AO R AH S P AA N D AH N T,correspondent,K AO R AH S P AA N D AH N T,"['correspondent', 'corespondent', 'correspondence', 'corresponded', 'corresponding', 'correspondents', ""correspondents'"", 'respondent', 'corresponds', 'respondents', ""respondents'""]"
1.0,1.0,correspondents,correspondants,K AO R AH S P AA N D AH N T S,correspondents,K AO R AH S P AA N D AH N T S,"['correspondents', ""correspondents'"", 'correspondence', 'correspondent', 'corespondent', 'respondents', ""respondents'""]"
1.0,1.0,correspondents,corrispondants,K AO R AH S P AA N D AH N T S,correspondents,K AO R AH S P AA N D AH N T S,"['correspondents', ""correspondents'"", 'correspondence', 'correspondent', 'corespondent', 'respondents', ""respondents'""]"
0.0,0.0,corresponding,correponding,K AO R P AA N D IH NG,compounding,K AH M P AW N D IH NG,"['compounding', 'portending', 'responding', 'responding', 'expounding', 'expending', 'expanding', 'absconding', 'torpedoing', 'corpening']"
0.0,0.0,corresponding,correposding,K AO R P AO Z D IH NG,torpedoing,T AO R P IY D OW IH NG,"['torpedoing', 'corpening', 'recording', 'recording', 'scorekeeping', 'according', 'recordings', 'accordingly', 'cording']"
1.0,1.0,corresponding,corrisponding,K AO R AH S P AA N D IH NG,corresponding,K AO R AH S P AA N D IH NG,"['corresponding', 'corresponded', 'corresponds', 'correspondence', 'correspondent', 'corespondent', 'responding', 'responding', 'correspond', 'correspondingly']"
1.0,1.0,corresponds,corrisponds,K AO R AH S P AA N D Z,corresponds,K AO R AH S P AA N D Z,"['corresponds', 'corresponded', 'corresponding', 'correspond', 'correspondence', 'responds', 'responds', 'correspondent', 'corespondent', 'responders']"
1.0,1.0,corrosion,corosion,K ER OW ZH AH N,corrosion,K ER OW ZH AH N,"['corrosion', 'parisian', 'erosion', 'derision', 'crogan', 'cronan', 'cronen', 'kronen', 'carollan', 'croson']"
1.0,1.0,sold,sould,S OW L D,sold,S OW L D,"['sold', 'solt', 'celled', 'soiled', 'sealed', 'sailed', 'souls', 'soles', ""seoul's"", 'sowles']"
0.0,0.0,counselor,councellor,K AW N S L ER,cansler,K AE N S L ER,"['cansler', 'kinsler', 'kuenstler', 'kunstler', 'kensler', 'kanzler', 'kinzler', 'kunzler', 'gensler', 'kinslow']"
0.0,0.0,counselors,councellors,K AW N S L ER Z,counsels,K AW N S AH L Z,"['counsels', ""council's"", ""counsel's"", 'councils', ""chrysler's"", 'chryslers', 'countless', ""kinsley's"", 'cancelling', 'canceling']"
0.0,0.0,countries,ocuntries,AO K AH N T R IY Z,grantree's,G R AE N T R IY Z,"[""grantree's"", 'oftentimes', 'orenstein', 'frontiers', ""frontier's"", 'canaries', 'toiletries', 'affinities', 'amenities', 'vantrease']"
0.0,0.0,country,ocuntry,AO K AH N T R IY,ogletree,OW G AH L T R IY,"['ogletree', 'urgently', 'grantree', 'bluntly', 'currently', 'reentry', 'braintree', 'oratory', 'urinary', 'quandary']"
0.0,0.0,couturier,coururier,K UH R ER IY ER,curcio,K UH R CH IY OW,"['curcio', 'cormier', 'cordier', 'courtier', 'cartier', 'curreri', 'qureshey', 'courchaine', 'qureshi', 'garnier']"
0.0,0.0,covenant,convenant,K AH N V EY N AH N T,convergent,K AH N V ER JH AH N T,"['convergent', 'conversant', 'component', 'consonant', 'continent', 'convergence', 'conversions', ""conversion's"", 'constraint', 'convention']"
1.0,1.0,created,creaeted,K R IY EH T IH D,created,K R IY EY T IH D,"['created', 'created', 'creative', 'creating', 'crested', 'crusted', 'crafted', 'creators', 'quieted', 'grunted']"
1.0,1.0,criterion,critereon,K R AY T IH R IY AH N,criterion,K R AY T IH R IY AH N,"['criterion', 'praetorian', 'krikorian', 'sectarian', 'bacterium', 'victorian', 'bacterial', ""bacteria's"", 'mctiernan', 'christeson', 'christison']"
1.0,1.0,criticize,critisize,K R IH T IH S AY Z,criticize,K R IH T IH S AY Z,"['criticize', 'critical', 'cretaceous', 'critically', 'creditors', ""creditors'"", 'careerists', 'privatize', 'pritzkers', 'critiquing']"
1.0,1.0,criticized,critisized,K R IH T IH S AY Z D,criticized,K R IH T AH S AY Z D,"['criticized', 'fantasized', 'synthesized', 'criticizes', 'criticizing', 'politicized', 'crystallized', 'criticism', ""crovitz's"", 'christianized']"
1.0,1.0,criticizes,critisizes,K R IH T IH S AY Z IH Z,criticizes,K R IH T IH S AY Z IH Z,"['criticizes', 'criticizing', 'criticism', 'criticisms', 'criticized', 'crystallizes', ""crovitz's"", 'criticize']"
0.0,0.0,criticizing,critising,K R AY T AY Z IH NG,frightening,F R AY T AH N IH NG,"['frightening', 'critiquing', 'amortizing', 'breitling', 'brightening', 'appetizing', 'chastising', 'colorizing', 'cauterizing', 'crediting']"
1.0,1.0,criticizing,critisizing,K R IH T AH S AY Z IH NG,criticizing,K R IH T IH S AY Z IH NG,"['criticizing', 'criticizes', 'fantasizing', 'brutalizing', 'customizing', 'synthesizing', 'victimizing', 'crystallizing', 'criticized', 'categorizing']"
1.0,1.0,criticism,critisism,K R IH T IH S IH Z AH M,criticism,K R IH T IH S IH Z AH M,"['criticism', 'classicism', 'criticizing', 'criticizes', 'mysticism', 'gnosticism', 'narcissism', 'eroticism', 'lyricism', 'cynicism']"
1.0,1.0,criticisms,critisisms,K R IH T IH S IH Z AH M Z,criticisms,K R IH T IH S IH Z AH M Z,"['criticisms', 'criticizes', 'mysticism', 'criticism', 'skepticism']"
0.0,0.0,critics,criticists,K R IH T IH S IH S T S,criticism,K R IH T IH S IH Z AH M,"['criticism', 'criticizes', 'criticizing', 'cartoonists', 'lyricists', 'physicists', 'activists', ""activists'""]"
1.0,1.0,crucifixion,crucifiction,K R UW S IH F IH K SH AH N,crucifixion,K R UW S IH F IH K SH AH N,"['crucifixion', 'russification']"
0.0,1.0,cruises,crusies,K R UW Z IY Z,cruces,K R UW S IY Z,"['cruces', 'cruisers', ""cruiser's"", 'cruises', ""cruz's"", 'crazies', 'crises', ""ferruzzi's"", 'groupies', 'bruises']"
0.0,1.0,culminating,culiminating,K Y UW L IH M AH N EY T IH NG,incriminating,IH N K R IH M AH N EY T IH NG,"['incriminating', 'accumulating', 'culminating', 'eliminating', 'documenting']"
1.0,1.0,cumulative,cumulatative,K Y UW M Y AH L AH T IH V,cumulative,K Y UW M Y AH L AH T IH V,"['cumulative', 'accumulative', 'speculative', 'accumulated', 'accumulating', 'accumulator', 'accumulates', 'accumulatively', 'accumulate', 'cumulatively']"
0.0,0.0,currently,currenly,K ER AH N L IY,currency,K ER AH N S IY,"['currency', 'cranley', 'crumley', 'crumly', 'corrente', 'correnti', 'crutchley', 'quinley', 'cleanly', 'crunchy']"
0.0,0.0,cyan,cxan,K S AE N,krahn,K R AE N,"['krahn', 'clan', 'klan', 'klahn', 'klann', 'kren', 'krenn', 'gran', 'grahn', 'cayenne']"
0.0,1.0,dial,dael,D EY L,dale,D EY L,"['dale', 'dail', 'daile', 'dayle', 'deal', 'deahl', 'deale', 'deel', 'diehl', 'dial', 'deihl']"
0.0,0.0,doubt,doub,D AW B,doub,D AW B,"['doub', 'taub', 'dab', 'daoud', 'doud', 'dowd', 'dhows', ""dow's"", 'dob', 'dobb']"
1.0,1.0,debatable,debateable,D EH B AH T AH B AH L,debatable,D AH B EY T AH B AH L,"['debatable', 'habitable', 'heritable', 'charitable', 'revocable', 'charitable', 'mehitabel', 'mehitabel', 'mehitabelle', 'palatable']"
1.0,1.0,deceived,decieved,D IH S IY V D,deceived,D IH S IY V D,"['deceived', 'received', 'deserved', 'diseased', 'received', 'deceased', 'disowned', 'descend', 'perceived', 'discerned']"
0.0,0.0,decidable,decideable,D IH S AY D AH B AH L,desirable,D IH Z AY R AH B AH L,"['desirable', 'desirable', 'discernible', 'definable', 'divisible', 'excitable', 'detachable', 'receivable', 'decidedly', 'deployable']"
1.0,1.0,decide,deside,D IH S AY D,decide,D IH S AY D,"['decide', 'beside', 'deride', 'defied', 'denied', 'divide', 'dysart', 'dysert', 'reside', 'deceit']"
0.0,0.0,decidedly,decidely,D IH S AY D L IY,deciding,D IH S AY D IH NG,"['deciding', 'decided', 'divinely', 'disagree', 'timidly', 'disraeli', 'dismally', 'devoutly', 'doggedly', 'unsightly']"
0.0,0.0,insidious,ecidious,IH S IH D IY AH S,assiduous,AH S IH D W AH S,"['assiduous', 'iridium', 'assyrian', 'odysseus', 'indubious', 'immediate', 'claudius', 'studious', 'elysium', 'ethereal']"
1.0,1.0,decipher,decypher,D IH S AY F ER,decipher,D IH S AY F ER,"['decipher', 'decider', 'designer', 'dekuyper', 'dishonor', 'deruyter', 'decides', 'divisor', 'divider', 'distler']"
1.0,1.0,deciphered,decyphered,D IH S AY F ER D,deciphered,D IH S AY F ER D,"['deciphered', 'decided', 'dishonored', 'designers', ""designer's"", ""designers'"", 'disavowed', 'disobeyed', 'disciple', 'delivered']"
1.0,1.0,decision,descision,D IH S IH ZH AH N,decision,D IH S IH ZH AH N,"['decision', 'rescission', 'recision', 'division', 'divison', 'diversion', 'delusion', 'incision', 'excision', 'desertion']"
1.0,1.0,decisions,descisions,D IH S IH ZH AH N Z,decisions,D IH S IH ZH AH N Z,"['decisions', ""decision's"", 'recisions', 'rescissions', 'divisions', ""division's"", ""divisions'"", 'diversions', 'delusions', 'incisions']"
0.0,1.0,decompose,decomposit,D IY K AH M P OW Z AH T,decomposes,D IY K AH M P OW Z IH Z,"['decomposes', 'decomposing', 'decomposed', 'composite', 'decomposition', 'components', 'composites', ""composite's"", 'component', 'decompose']"
0.0,0.0,decomposed,decomposited,D IY K AH M P AA Z AH T IH D,,,[]
1.0,1.0,decomposes,decomposits,D IY K AH M P OW Z AH T S,decomposes,D IY K AH M P OW Z IH Z,"['decomposes', 'decomposing', 'decomposition', 'decomposed', 'composites', ""composite's"", 'components', 'decompose']"
0.0,1.0,decomposing,decompositing,D IY K AH M P OW Z AH T IH NG,decomposition,D IY K AH M P OW Z IH SH AH N,"['decomposition', 'decomposes', 'decomposing']"
0.0,1.0,defiance,definance,D IH F AY N AE N S,refinance,R IY F AY N AE N S,"['refinance', 'dissonance', 'refinance', 'defeasance', ""defense's"", 'defenses', 'defenses', 'defensive', 'defiance', ""dynamics'""]"
1.0,1.0,define,deffine,D EH F AY N,define,D IH F AY N,"['define', 'deafen', 'deffeyes', 'daffern', 'devine', 'daffin', 'divine', 'duffin', 'diffin', 'devin']"
1.0,1.0,defined,deffined,D IH F AY N D,defined,D IH F AY N D,"['defined', 'defend', 'defines', 'refined', 'designed', 'defamed', 'depend', 'burfeind', 'defund', 'refined']"
1.0,1.0,definite,definate,D EH F AH N EY T,definite,D EH F AH N AH T,"['definite', 'detonate', 'hyphenate', 'deficit', 'decimate', 'deafening', 'dominate', 'desolate', 'geminate', 'desiccate']"
1.0,1.0,definite,definit,D EH F AH N AH T,definite,D EH F AH N AH T,"['definite', 'deficit', 'deafening', 'detonate', 'desolate', 'geminate', 'baronet', 'desolate', 'infinite', 'delicate']"
1.0,1.0,definitely,definately,D EH F AH N AH T L IY,definitely,D EH F AH N AH T L IY,"['definitely', 'infinitely', 'delicately', 'passionately', 'desperately', 'desperately', 'differently', 'defiantly', 'difficulty', 'fashionably']"
1.0,1.0,definitely,definatly,D EH F IH N AH T L IY,definitely,D EH F AH N AH T L IY,"['definitely', 'infinitely', 'delicately', 'desperately', 'desperately', 'discernably', 'differently', 'divinities', 'defiantly', 'difficulty']"
1.0,1.0,definitely,definetly,D EH F IH N IH T L IY,definitely,D EH F AH N AH T L IY,"['definitely', 'definitive', 'differently', 'defiantly', 'differently', 'intimately', 'delehanty', 'dentistry', 'deficits', 'infinity', 'infiniti']"
1.0,1.0,definitely,definitly,D EH F IH N IH T L IY,definitely,D EH F AH N AH T L IY,"['definitely', 'definitive', 'differently', 'defiantly', 'differently', 'intimately', 'delehanty', 'dentistry', 'deficits', 'infinity', 'infiniti']"
0.0,1.0,deities,dieties,D AY AH T IY Z,dieters,D AY AH T ER Z,"['dieters', 'deities', 'diocese', 'dioceses', 'pieties', 'hyades', ""darty's"", 'diapers', ""dante's"", 'rioters']"
1.0,1.0,deity,diety,D AY AH T IY,deity,D IY AH T IY,"['deity', 'dietze', 'dietl', ""diet's"", 'piety', 'daughety', 'doherty', 'dougherty', 'diets', 'darty']"
0.0,0.0,demeanour,damenor,D AE M AH N ER,laminer,L AE M AH N ER,"['laminer', 'kamenar', 'tammany', 'demmons', 'demont', 'demeanor', 'domino', 'laminar', 'lamina', 'kaminer']"
0.0,0.0,demeanour,demenor,D IH M EH N ER,demeanor,D IH M IY N ER,"['demeanor', 'dimino', 'dimona', 'demand', 'dyment', 'dement', 'desena', 'demello', 'demelo', 'designer']"
0.0,1.0,demographic,demographical,D EH M AH G R AE F IH K AH L,demographically,D EH M AH G R AE F IH K L IY,"['demographically', 'typographical', 'democratically', 'demographics', 'democratica', 'biographical', 'geographical', 'geographically', 'demographic']"
1.0,1.0,denigrating,denegrating,D EH N AH G R EY T IH NG,denigrating,D EH N IH G R EY T IH NG,"['denigrating', 'penetrating', 'denigrated', 'designating', 'celebrating', 'devastating', 'integrating', 'desecrated', 'desecrated', 'penetrated']"
1.0,1.0,dependence,dependance,D IH P EH N D AH N S,dependence,D IH P EH N D AH N S,"['dependence', 'dependent', 'defendant', 'repentance', 'descendant', 'descendent', 'dimensions', 'detentions', 'repentant', 'degenerates']"
1.0,1.0,dependency,dependancy,D IH P EH N D AH N S IY,dependency,D IH P EH N D AH N S IY,"['dependency', 'dependents', 'defendants', ""defendant's"", ""defendants'"", 'redundancy', 'descendants', 'descendents', 'dependable', 'despondency']"
1.0,1.0,dependent,dependant,D IH P EH N D AH N T,dependent,D IH P EH N D AH N T,"['dependent', 'defendant', 'descendant', 'descendent', 'dependence', 'repentant', 'repentance', 'discernment', 'redundant', 'divestment']"
0.0,0.0,derived,deriviated,D ER IH V IY EY T IH D,alleviated,AH L IY V IY EY T IH D,"['alleviated', 'initiated', 'affiliated', 'irradiated', 'emaciated', 'dissipated', 'deviated', 'evaporated', 'derivatives', 'medicated']"
1.0,1.0,derived,dirived,D ER AY V D,derived,D ER AY V D,"['derived', 'derives', 'drives', ""drive's"", 'thrived', 'bereaved', 'driver', 'delved', 'darius', 'durward', 'derward']"
1.0,1.0,derogatory,derogitory,D ER AA JH AH T AO R IY,derogatory,D ER AA G AH T AO R IY,"['derogatory', 'dormitory', 'predatory', 'mandatory', 'oscillatory', 'desultory', 'depository', 'cacciatore', 'dilatory', 'understory']"
1.0,1.0,descendant,decendant,D IH S EH N D AH N T,descendant,D IH S EH N D AH N T,"['descendant', 'descendent', 'defendant', 'dependent', 'discernment', 'dependence', 'resentment', 'gissendanner', 'repentant', 'redundant']"
1.0,1.0,descendant,descendent,D IH S EH N D AH N T,descendant,D IH S EH N D AH N T,"['descendant', 'descendent', 'defendant', 'dependent', 'discernment', 'dependence', 'resentment', 'gissendanner', 'repentant', 'redundant']"
1.0,1.0,descendants,decendants,D IH S EH N D AH N T S,descendants,D IH S EH N D AH N T S,"['descendants', 'descendents', 'defendants', ""defendant's"", ""defendants'"", 'dependents', 'resentments', 'dependency', 'dispersants', 'divestments']"
1.0,1.0,descendants,decendents,D IH S EH N D AH N T S,descendants,D IH S EH N D AH N T S,"['descendants', 'descendents', 'defendants', ""defendant's"", ""defendants'"", 'dependents', 'resentments', 'dependency', 'dispersants', 'divestments']"
1.0,1.0,descendants,descendents,D IH S EH N D AH N T S,descendants,D IH S EH N D AH N T S,"['descendants', 'descendents', 'defendants', ""defendant's"", ""defendants'"", 'dependents', 'resentments', 'dependency', 'dispersants', 'divestments']"
0.0,0.0,describe,decribe,D IH K R AY B,decried,D IH K R AY D,"['decried', 'decries', 'deprive', 'decline', 'decreed', 'decrees', 'decrease', 'dickmeyer', 'dekalb', 'ascribe']"
1.0,1.0,describe,discribe,D IH S K R AY B,describe,D IH S K R AY B,"['describe', 'discrete', 'discreet', 'inscribe', 'xscribe', 'disprove', 'disgrace', 'disclaim', 'discourage', 'disclose']"
0.0,0.0,described,decribed,D IH K R AY B D,deprived,D IH P R AY V D,"['deprived', 'declined', 'ascribed', 'decrying', 'deprives', 'declaimed', 'decreased', 'declared', 'declines', 'reclined']"
1.0,1.0,described,discribed,D IH S K R AY B D,described,D IH S K R AY B D,"['described', 'describes', 'inscribed', 'disproved', 'disclaimed', 'discouraged', 'discland', 'disclosed', 'disquiet', 'inscribes']"
0.0,0.0,describes,decribes,D IH K R AY B Z,deprives,D IH P R AY V Z,"['deprives', 'declines', 'ascribes', 'decrying', 'degrades', 'deprived', 'declares', 'microbes', 'declined', ""durkheim's""]"
1.0,1.0,describes,discribes,D IH S K R AY B Z,describes,D IH S K R AY B Z,"['describes', 'described', 'inscribes', 'disproves', 'disclaims', 'diatribes', 'destroyers', 'inscribed', 'discards', 'disquiet']"
0.0,0.0,describing,decribing,D IH K R AY B IH NG,depriving,D IH P R AY V IH NG,"['depriving', 'declining', 'decreasing', 'degrading', 'depressing', 'declaring', 'defrauding', 'decreasing', 'disliking', 'debriefing']"
1.0,1.0,describing,discribing,D IH S K R AY B IH NG,describing,D IH S K R AY B IH NG,"['describing', 'inscribing', 'disclaiming', 'discouraging', 'disclosing', 'distressing', 'mispricing', 'discarding', 'discounting', 'discovering']"
1.0,1.0,desiccated,dessicated,D EH S AH K EY T IH D,desiccated,D EH S AH K EY T AH D,"['desiccated', 'decimated', 'dissipated', 'dedicated', 'tesselated', 'decimating', 'delegated', 'barricaded', 'dissipative', 'dissipating']"
0.0,0.0,designed,desgined,D EH S G IH N D,destined,D EH S T IH N D,"['destined', 'deskins', 'desmond', 'disband', 'disdained', 'suskind', 'susskind', 'siskind', 'distend', 'disguised']"
1.0,1.0,designed,dessigned,D IH S AY N D,designed,D IH Z AY N D,"['designed', 'discerned', 'descend', 'disowned', 'defined', 'designs', 'descent', 'dissent', 'dessent', 'resigned']"
1.0,1.0,desirable,desireable,D IH Z AY ER AH B AH L,desirable,D IH Z AY ER AH B AH L,"['desirable', 'desirable', 'definable', 'discernible', 'divisible', 'detachable', 'deployable', 'excitable', 'reversible', 'observable']"
1.0,1.0,despair,dispair,D IH S P EH R,despair,D IH S P EH R,"['despair', 'dispair', 'dispel', 'dispell', 'disbar', 'despain', 'dispatch', 'disperse', 'despise', 'despite']"
1.0,1.0,disparate,desparate,D IH S P EH R IH T,disparate,D IH S P EH R IH T,"['disparate', 'disparage', 'despairing', 'dispelling', 'dispensed', 'dysphoric', 'dispatches', 'dispatching', 'despises', 'despotic']"
1.0,1.0,desperation,despiration,D EH S P ER EY SH AH N,desperation,D EH S P ER EY SH AH N,"['desperation', 'desperation', 'respiration', 'perspiration', 'declaration', 'desolation', 'restoration', 'inspiration', 'decimation', 'expiration']"
1.0,1.0,despicable,dispicable,D IH S P IH K AH B AH L,despicable,D IH S P IH K AH B AH L,"['despicable', 'disposable', 'hospitable', 'unspeakable', 'depreciable', 'dishonorable', 'deplorable', 'defensible', 'detectable', 'delectable']"
1.0,1.0,despite,dispite,D IH S P AY T,despite,D IH S P AY T,"['despite', 'despise', 'despot', 'daspit', 'diskette', 'dispatch', 'disperse', 'dispel', 'dispell', 'despain']"
0.0,0.0,story,stroy,S T R OY,sgroi,S K R OY,"['sgroi', 'stroh', 'strow', 'strew', 'strough', 'straw', 'stray', 'strey', 'sgro', 'steurer']"
1.0,1.0,destructive,distructive,D IH S T R AH K T IH V,destructive,D IH S T R AH K T IH V,"['destructive', 'destructed', 'destructing', 'distracted', 'distracting', 'distrusted', 'instructive', 'distinctive', 'obstructive', 'descriptive']"
1.0,1.0,detached,detatched,D IY T AE CH T,detached,D IY T AE CH T,"['detached', 'detached', 'detest', 'detroit', 'detest', 'detect', 'retest', 'detente', 'defect', 'deepest']"
1.0,1.0,detailed,detailled,D IH T EY L D,detailed,D IH T EY L D,"['detailed', 'details', 'detained', 'derailed', 'detailee', 'details', 'dippold', 'curtailed', 'dibbled', 'retailed']"
0.0,1.0,determining,determinining,D IH T ER M AH N AH N IH NG,determinants,D IH T ER M AH N AH N T S,"['determinants', 'determinable', 'determinative', 'determination', 'determinism', 'determinant', 'determinist', 'undetermining', 'undetermining', 'determining']"
1.0,1.0,detrimental,detremental,D EH T R AH M EH N T AH L,detrimental,D EH T R AH M EH N T AH L,"['detrimental', 'incremental', 'sentimental', 'fundamental', 'temperamental', 'sentimental', 'regimental', 'instrumental', 'ornamental', 'sentimental']"
0.0,0.0,develop,develope,D IH V EH L AH P IY,developer,D IH V EH L AH P ER,"['developer', 'developed', 'develops', 'divinity', 'penelope', 'envelops', 'enveloped', 'divelbiss', 'debility', 'docility']"
1.0,1.0,developed,developped,D IH V EH L AH P T,developed,D IH V EH L AH P T,"['developed', 'develops', 'developer', 'enveloped', 'divalent', 'divergent', 'decelerate', 'repellent', 'envelops', 'divelbiss']"
1.0,1.0,development,devolopement,D IH V AA L AH P M AH N T,development,D IH V EH L AH P M AH N T,"['development', 'disarmament', 'developments', ""development's"", 'involvement', 'redevelopment', 'involvements']"
0.0,1.0,device,divice,D IH V AH S,davis,D EY V AH S,"['davis', ""davis'"", 'diverse', 'devoss', 'device', 'devise', 'divall', 'dittus', 'devise', 'divas']"
1.0,1.0,didn't,didnt,D IH D N T,didn't,D IH D N T,"[""didn't"", 'dudney', 'gidney', 'dygert', 'disney', 'dibert', 'desert', 'dessert', 'doudna', 'digit']"
0.0,0.0,idea,diea,D IY AH,dhia,D IY AH,"['dhia', 'dia', 'tia', 'dier', 'deo', 'da', 'daya', 'gaea', 'zea', 'zia']"
1.0,1.0,different,diferent,D IH F R AH N T,different,D IH F R AH N T,"['different', 'different', 'difference', 'defiant', 'deference', 'difference', 'diffract', 'defrance', 'seafront', 'defrost']"
1.0,1.0,different,diferrent,D IH F ER EH N T,different,D IH F ER AH N T,"['different', 'different', 'defiant', 'difference', 'deflect', 'befriend', 'deference', 'diffract', 'difference', 'defiance']"
1.0,1.0,different,diffrent,D IH F R AH N T,different,D IH F R AH N T,"['different', 'different', 'difference', 'defiant', 'deference', 'difference', 'diffract', 'defrance', 'seafront', 'defrost']"
