correct,in_candidates,correct_spelling,misspelling,phoneme_rep,suggested,suggested_phoneme,candidates
1.0,1.0,embed,imbed,IH M B EH D,embed,IH M B EH D,"['embed', 'imbed', 'impaired', 'inbred', 'impede', 'impair', 'imbibe', 'impel', 'emboss', 'abed']"
1.0,0.0,encapsulation,encapsualtion,EH N K AE P S UW AA L SH AH N,encapsulation,EH N K AE P S AH L EY SH AH N,[]
1.0,1.0,encyclopedia,encyclapidia,IH N S AY K L AH P IH D IY AH,encyclopedia,IH N S AY K L AH P IY D IY AH,"['encyclopedia', 'encyclopaedia', 'encyclopedia', 'encyclopaedia', 'encyclopedias']"
1.0,1.0,encyclopedia,encyclopia,IH N S AY K L OW P IY AH,encyclopedia,IH N S AY K L OW P IY D IY AH,"['encyclopedia', 'encyclopaedia']"
0.0,0.0,engine,engins,EH NG G IH N Z,engines',EH NG G IY N Z,"['engels', 'jenkins', 'higgins', 'begins', 'biggins', 'huggins', 'wiggins', 'resins']"
1.0,1.0,enhance,enhence,EH N HH EH N S,enhance,EH N HH AE N S,"['enhance', 'enhancer', 'intense', 'incense', 'incense', 'enhanced', 'penance', 'hence']"
0.0,0.0,enlightenment,enligtment,EH N L IH G T M AH N T,enlistment,EH N L IH S T M AH N T,['enlistment']
1.0,1.0,ennui,ennuui,EH N UW IY,ennui,EH N UW IY,"['ennui', 'envy', 'energy', 'endear', 'entry', 'any', 'inuit', 'emory', 'emery', 'angie']"
0.0,0.0,enough,enought,IH N AO T,innate,IH N EY T,"['innate', 'inert', 'inuit', 'snot', 'inched', 'not', 'knot', 'snort', 'insert', 'insert']"
1.0,1.0,environment,enviroment,IH N V AY R OW M AH N T,environment,IH N V AY R AH N M AH N T,['environment']
0.0,0.0,environmental,envireminakl,IH N V AY R EH M AH N AE K AH L,,,[]
0.0,0.0,environmental,invermeantial,IH N V ER M IY AE N SH AH L,,,[]
1.0,1.0,epitome,epitomy,EH P IH T AH M IY,epitome,IH P IH T AH M IY,['epitome']
0.0,0.0,error,errara,ER AA R AH,aurora,ER AO R AH,"['aurora', 'aura', 'ora', 'lara', 'mara', 'nara', 'tara', 'vara', 'allah', 'ira']"
0.0,1.0,error,erro,EH R OW,arrow,EH R OW,"['arrow', 'aero', 'arrow', 'era', 'airy', 'aerie', 'error', 'trow', 'pro', 'crow']"
1.0,1.0,espresso,expresso,IH K S P R EH S OW,espresso,EH K S P R EH S OW,"['espresso', 'expressed', 'express', 'espresso', 'expresses', 'expresses', 'expressing', 'expressive', 'espressos', 'expects']"
0.0,0.0,etiology,eitiology,AY SH IY AA L AH JH IY,ideology,AY D IY AA L AH JH IY,"['ideology', 'geology', 'theology', 'ideologies']"
0.0,0.0,evaluation,evaualtion,IH V AO L SH AH N,revulsion,R IH V AH L SH AH N,"['revulsion', 'emulsion', 'eviction', 'volition', 'election']"
0.0,0.0,eventually,evtually,EH V CH UW AH L IY,actually,AE K CH UW AH L IY,"['actually', 'virtually', 'virtually']"
1.0,1.0,everything,evething,EH V AH TH IH NG,everything,EH V R IY TH IH NG,"['everything', 'anything', 'editing', 'unearthing', 'evelyn', 'nothing', 'leavening', 'something']"
1.0,1.0,exceed,excede,IH K S IY D,exceed,IH K S IY D,"['exceed', 'accede', 'excite', 'exceeds', 'axes', 'roxy', 'roxie', 'oxide', 'creed', 'curried']"
1.0,1.0,except,excpt,IH K S K P T,except,IH K S EH P T,"['except', 'excrete', 'accept', 'excerpt', 'excerpt', 'accept', 'equipped', 'expert', 'expire', 'excite']"
1.0,1.0,execution,excution,IH K S K Y UW SH AH N,execution,EH K S AH K Y UW SH AH N,"['execution', 'exclusion', 'excretion']"
1.0,1.0,exercise,excercise,EH K S ER S AY Z,exercise,EH K S ER S AY Z,"['exercise', 'excesses', 'exercised', 'exerciser', 'excises', 'excised', 'exiles', 'excerpts', 'excerpts', 'exercises']"
1.0,1.0,exhilaration,exhileration,IH G Z IH L ER EY SH AH N,exhilaration,IH G Z IH L ER EY SH AH N,"['exhilaration', 'exoneration', 'exaggeration']"
1.0,1.0,existence,egsistence,IH G Z IH S T AH N S,existence,IH G Z IH S T AH N S,"['existence', 'existence', 'insistence', 'existent', 'resistance', 'resistance', 'existed', 'resistant', 'exists', 'coexistence']"
1.0,1.0,existence,existance,IH G Z IH S T AH N S,existence,IH G Z IH S T AH N S,"['existence', 'existence', 'insistence', 'existent', 'resistance', 'resistance', 'existed', 'resistant', 'exists', 'coexistence']"
1.0,1.0,expedient,exspidient,IH K S P IH D IY AH N T,expedient,IH K S P IY D IY AH N T,"['expedient', 'experience', 'expedience', 'experienced']"
0.0,0.0,explicitly,expleyly,IH K S P L IY L IY,,,[]
0.0,0.0,explicitly,explity,IH K S P L AH T IY,equality,IH K W AA L AH T IY,['equality']
0.0,0.0,extensions,extions,EH K S CH AH N Z,exxon's,EH K S AA N Z,"['extant', 'bastions', 'christians', 'kitchens', 'extras', 'tensions', 'texans']"
0.0,0.0,factorization,factontion,F AE K T AA N CH AH N,,,[]
0.0,0.0,failure,failer,F EY L ER,failor,F EY L ER,"['feeler', 'filer', 'feller', 'filler', 'faller', 'baylor', 'baler', 'bailer', 'bailor', 'thaler']"
1.0,1.0,fantasia,phantasia,F AE N T EY ZH AH,fantasia,F AE N T EY ZH AH,"['fantasia', 'fantail', 'phantom', 'fantasy', 'phantoms']"
1.0,1.0,fantasy,famdasy,F AE M D AH S IY,fantasy,F AE N T AH S IY,"['fantasy', 'pharmacy', 'fantasy', 'fallacy', 'family', 'famously', 'fantasies', 'fallacies', 'families']"
1.0,1.0,favour,faver,F EY V ER,favour,F EY V ER,"['favour', 'fever', 'fabre', 'caver', 'saver', 'faker', 'fader', 'shaver', 'waiver', 'waver']"
1.0,1.0,fax,faxe,F AE K S,fax,F AE K S,"['fax', 'facts', 'fix', 'packs', 'pax', 'pacts', 'fucks', 'folks', 'fakes', 'backs', 'bax']"
1.0,1.0,festival,fistival,F IH S T IH V AH L,festival,F EH S T IH V AH L,"['festival', 'festival', 'fistful', 'mystical', 'festivals']"
1.0,1.0,fiery,firey,F AY ER IY,fiery,F AY ER IY,"['fiery', 'fires', 'flurry', 'fired', 'diary', 'priory', 'phooey', 'fire', 'free', 'friday']"
1.0,1.0,flattering,flatterring,F L AE T ER IH NG,flattering,F L AE T ER IH NG,"['flattering', 'fluttering', 'clattering', 'flattening', 'flitting', 'flirting', 'floating', 'flouting', 'fleeting', 'flapping']"
0.0,0.0,flux,fluk,F L AH K,fluck,F L AH K,"['flick', 'fleck', 'flak', 'flack', 'flake', 'flock', 'floc', 'pluck', 'cluck', 'fluff']"
1.0,1.0,flux,flukse,F L AH K S,flux,F L AH K S,"['flux', 'flicks', 'flex', 'flecks', 'flax', 'flakes', 'flocks', 'plucks', 'clucks', 'fluffs']"
0.0,0.0,foresee,forsee,F ER S IY,forsee,F ER S IY,"['fussy', 'percy', 'kersey', 'first', 'fermi', 'mercy', 'hersey', 'farsi', 'cursory', 'fuzzy']"
0.0,0.0,frustrating,frustartaion,F R AH S T AA R T EY AH N,,,[]
0.0,1.0,function,fuction,F AH K SH AH N,fiction,F IH K SH AH N,"['fiction', 'faction', 'suction', 'friction', 'fraction', 'affection', 'function', 'section', 'diction', 'fission']"
0.0,1.0,generally,generly,JH EH N ER L IY,gently,JH EH N T L IY,"['gently', 'generally', 'henley', 'generally', 'mentally', 'gentles', 'gentry', 'painterly', 'generals', 'gentler']"
1.0,1.0,gotten,gotton,G AA T AH N,gotten,G AA T AH N,"['gotten', 'gotten', 'cotton', 'gorton', 'gawain', 'wotton', 'garden', 'carton', 'rotten', 'cotton']"
0.0,0.0,government,goberment,G OW B ER M AH N T,doberman,D OW B ER M AH N,"['doberman', 'betterment']"
1.0,1.0,government,gobernement,G OW B ER N M AH N T,government,G AH V ER N M AH N T,['government']
1.0,1.0,government,gobernment,G OW B ER N M AH N T,government,G AH V ER N M AH N T,['government']
1.0,1.0,graceful,gracefull,G R EY S F AH L,graceful,G R EY S F AH L,"['graceful', 'grateful', 'gainful', 'gracefully', 'prayerful', 'graceless', 'gristle', 'gracile', 'grable', 'gratefully']"
1.0,1.0,gradually,gradualy,G R AE JH UW AH L IY,gradually,G R AE JH UW AH L IY,"['gradually', 'gradually', 'gradual', 'gravelly', 'graduate']"
1.0,1.0,grammar,grammer,G R AE M ER,grammar,G R AE M ER,"['grammar', 'crammer', 'glamour', 'grimmer', 'grammy', 'groomer', 'grabber', 'grams', 'grahams', 'cram']"
0.0,1.0,guard,gaurd,G AO R D,gourd,G AO R D,"['gourd', 'gored', 'guard', 'gard', 'cord', 'chord', 'gores', 'geared', 'board', 'bored']"
0.0,0.0,guts,futs,F AH T S,fits,F IH T S,"['fits', 'fats', 'fates', 'putts', 'putz', 'fights', 'feats', 'cuts', 'fucks', 'butts', 'buts']"
1.0,1.0,happily,hapily,HH AE P AH L IY,happily,HH AE P AH L IY,"['happily', 'heavily', 'hackles', 'homily', 'happens', 'hassles', 'happened', 'hassled', 'haggled', 'natalie']"
0.0,0.0,harass,harrass,HH AE R AH S,harriss,HH AE R IH S,"['horace', 'horus', 'harris', 'hatteras', 'hats', 'hance', 'hacks', 'hashes', 'herod', 'harrell']"
0.0,1.0,have,havne,HH AE V N,avner,AE V N ER,"['halves', 'haves', 'halved', 'heaven', 'cavern', 'tavern', 'abner', 'having', 'halving', 'have', 'halve']"
0.0,1.0,height,heighth,HH AY TH,heighth,HH AY TH,"['hath', 'heth', 'heath', 'height', 'hight', 'highs', 'hide', 'hyde', 'hike', 'hype']"
0.0,1.0,hello,hallo,HH AE L OW,hallow,HH AE L OW,"['hallow', 'hello', 'harrow', 'hello', 'halle', 'halley', 'halo', 'hollow', 'callow', 'mallow']"
0.0,1.0,hello,helo,HH IY L OW,hilo,HH IY L OW,"['halo', 'hero', 'hello', 'healer', 'hello', 'hallow', 'hollow', 'healed', 'heeled', 'heels', 'heals']"
1.0,1.0,hello,herlo,HH ER L OW,hello,HH AH L OW,"['hello', 'hello', 'halo', 'hallow', 'hurley', 'hollow', 'hurled', 'furlough', 'harlow', 'whoa']"
1.0,1.0,help,heellp,HH IY L P,help,HH EH L P,"['help', 'heels', 'heals', 'healer', 'healed', 'heeled', 'helper', 'healers', 'hails', 'hales']"
1.0,1.0,help,hellp,HH EH L P,help,HH EH L P,"['help', 'hemp', 'helm', 'hello', 'health', 'kelp', 'heller', 'held', 'yelp', 'hesper']"
0.0,1.0,help,hlp,HH EH L P IY,helper,HH EH L P ER,"['helper', 'helped', 'healthy', 'helps', 'healthier', 'helpers', 'halsey', 'help', 'hilary', 'hillary']"
0.0,0.0,higher,higer,HH AY G ER,hiker,HH AY K ER,"['hiker', 'hagar', 'hugger', 'hider', 'heifer', 'hyper', 'hike', 'geiger', 'tiger', 'hague', 'haig']"
1.0,1.0,hippopotamus,hippopotamous,HH IH P AH P AA T AH M AH S,hippopotamus,HH IH P AH P AA T AH M AH S,['hippopotamus']
0.0,0.0,horse,hourse,AW R S,hours,AW R Z,"['hours', 'ours', 'ounce', 'aus', 'outs', 'arse', 'ass', 'ouch', 'us', 'owls']"
1.0,1.0,housing,houssing,HH AW S IH NG,housing,HH AW Z IH NG,"['housing', 'hissing', 'howling', 'dowsing', 'dousing', 'harassing', 'rousing', 'arousing', 'houses', 'horsing']"
1.0,1.0,however,howaver,HH AW AH V ER,however,HH AW EH V ER,"['however', 'howell', 'hover', 'haver', 'whoever', 'howler', 'hoover', 'howells', 'dowager', 'howard']"
0.0,0.0,however,howver,HH AW V ER,hauver,HH AW V ER,"['hover', 'haver', 'howler', 'hoover', 'have', 'halve', 'hove', 'hive', 'heave', 'howl']"
1.0,1.0,humanity,humaniti,HH Y UW M AH N IY T IY,humanity,HH Y UW M AE N IH T IY,"['humanity', 'humanly', 'humidity', 'humanist']"
0.0,1.0,hyphen,hifin,HH IH F IH N,herein,HH IH R IH N,"['herein', 'tiffin', 'huffing', 'griffin', 'hyphen', 'riffing', 'refine', 'earphone', 'hissing', 'hitching']"
0.0,1.0,hyphen,hifine,HH IH F AY N,huffine,HH AH F AY N,"['refine', 'define', 'refiner', 'refine', 'hyphen', 'earphone', 'resign', 'divine', 'herein', 'affine']"
0.0,1.0,hyphen,hiphine,HH IH F AY N,huffine,HH AH F AY N,"['refine', 'define', 'refiner', 'refine', 'hyphen', 'earphone', 'resign', 'divine', 'herein', 'affine']"
1.0,1.0,hyphen,hyfin,HH AY F IH N,hyphen,HH AY F AH N,"['hyphen', 'hyping', 'huffing', 'hiking', 'hyson', 'hymen', 'heighten', 'heifers', 'haydn', 'hiring']"
0.0,0.0,hypothesis,hypotathes,HH AY P AH T EY DH Z,,,[]
0.0,0.0,hypothesis,hypotathese,HH AY P AH T AE TH IY S,,,[]
0.0,1.0,hysterical,hystrical,HH IH S T R IH K AH L,mystical,M IH S T IH K AH L,"['mystical', 'historical', 'hysterical', 'rhetorical', 'satirical', 'historically']"
0.0,0.0,illegitimate,illegitament,IH L EH JH IH T AH M AH N T,,,[]
0.0,1.0,immanent,immenant,IH M AH N AH N T,imminent,IH M AH N AH N T,"['imminent', 'immanent', 'eminent', 'immanence', 'imminence', 'ruminant', 'immigrant', 'eminence', 'emergent', ""mustn't""]"
1.0,1.0,immediately,imediaetly,IH M IY D IY EH T L IY,immediately,IH M IY D IY AH T L IY,['immediately']
0.0,0.0,implements,implemtes,IH M P L EH M T S,implants,IH M P L AE N T S,"['implants', 'implants', 'simplex']"
1.0,1.0,inadvertent,inadvertant,IH N AE D V ER T AH N T,inadvertent,IH N AE D V ER T AH N T,"['inadvertent', 'inadvertent', 'inadvertence', 'inadvertence', 'inadvertently']"
1.0,1.0,incomplete,incompleet,IH N K AH M P L IY T,incomplete,IH N K AH M P L IY T,"['incomplete', 'complete']"
1.0,1.0,incomplete,incomplot,IH N K AH M P L AA T,incomplete,IH N K AH M P L IY T,['incomplete']
0.0,0.0,inconvenience,inconvience,IH N K AA N V IY AH N S,,,[]
1.0,1.0,inconvenient,inconvenant,IH N K AH N V IY N AH N T,inconvenient,IH N K AH N V IY N Y AH N T,"['inconvenient', 'inconvenience', 'inconvenienced']"
0.0,1.0,indent,ident,AY D EH N T,ident,AY D EH N T,"['dent', 'stent', 'adept', 'event', 'ascent', 'assent', 'renter', 'indent', 'event', 'centre']"
1.0,1.0,independent,independant,IH N D IH P EH N D AH N T,independent,IH N D IH P EH N D AH N T,"['independent', 'independence', 'independents', 'dependent', 'independently', 'interdependent']"
1.0,1.0,independent,independenent,IH N D IH P EH N D IH N AH N T,independent,IH N D IH P EH N D AH N T,['independent']
0.0,0.0,independent,indepnends,IH N D EH P N EH N D Z,,,[]
0.0,1.0,indispensable,indispensible,IH N D IH S P EH N S IH B AH L,indispensible,IH N D IH S P EH N S IH B AH L,['indispensable']
0.0,0.0,inefficient,inefficite,IH N EH F IH S AH T IY,,,[]
1.0,1.0,infamy,imfamy,IH M F AH M IY,infamy,IH N F AH M IY,"['infamy', 'mummy', 'symphony', 'tiffany', 'imagery']"
1.0,1.0,influential,influencial,IH N F L UW EH N SH AH L,influential,IH N F L UW EH N SH AH L,"['influential', 'inferential', 'influenza']"
1.0,1.0,initial,inital,IH N IH T AH L,initial,IH N IH SH AH L,"['initial', 'infertile', 'intel', 'nettle', 'natal', 'enamel', 'renewal', 'instill', 'enable', 'anibal']"
0.0,1.0,initialized,initinized,IH N IH T AH N AY Z D,epitomized,IH P IH T AH M AY Z D,"['epitomized', 'initialized']"
0.0,0.0,initialized,initized,IH N IH T AY Z D,incised,IH N S AY Z D,"['incised', 'sanitized', 'sanitize', 'winterized', 'winterize']"
0.0,1.0,inoculate,innoculate,IH N AO K Y AH L EY T,innoculate,IH N AO K Y AH L EY T,"['inoculate', 'inaugurate', 'incubate']"
1.0,1.0,insidious,incedious,IH N S IY D IY AH S,insidious,IH N S IH D IY AH S,"['insidious', 'invidious', 'incidence', 'incidence']"
1.0,1.0,insistent,insistant,IH N S IH S T AH N T,insistent,IH N S IH S T AH N T,"['insistent', 'insistence', 'consistent', 'assistant', 'insouciant', 'incipient', 'persistent', 'insisted', 'incessant', 'resistant']"
0.0,1.0,insistent,insistenet,IH N S IH S AH N AH T,incessant,IH N S EH S AH N T,"['incessant', 'insistent', 'insistence']"
1.0,1.0,installation,instulation,IH N S CH AH L EY SH AH N,installation,IH N S T AH L EY SH AH N,"['installation', 'insulation', 'installations', 'inhalation', 'distillation']"
0.0,0.0,intelligent,intealignt,IH N T IY L AY N T,,,[]
1.0,1.0,intelligent,intejilent,IH N T EH JH AH L AH N T,intelligent,IH N T EH L AH JH AH N T,['intelligent']
1.0,1.0,intelligent,intelegent,IH N T EH L AH JH AH N T,intelligent,IH N T EH L AH JH AH N T,"['intelligent', 'intelligence', 'negligent']"
1.0,1.0,intelligent,intelegnent,IH N T EH L AH G N AH N T,intelligent,IH N T EH L AH JH AH N T,['intelligent']
1.0,1.0,intelligent,intelejent,IH N T EH L AH JH AH N T,intelligent,IH N T EH L AH JH AH N T,"['intelligent', 'intelligence', 'negligent']"
1.0,1.0,intelligent,inteligent,IH N T EH L IH JH AH N T,intelligent,IH N T EH L AH JH AH N T,"['intelligent', 'intelligence', 'negligent', 'intelligently']"
0.0,0.0,intelligent,intelignt,IH N T EH L IH G N T,,,[]
1.0,1.0,intelligent,intellagant,IH N T EH L AH G AH N T,intelligent,IH N T EH L AH JH AH N T,"['intelligent', 'intelligence']"
1.0,1.0,intelligent,intellegent,IH N T EH L AH JH AH N T,intelligent,IH N T EH L AH JH AH N T,"['intelligent', 'intelligence', 'negligent']"
1.0,1.0,intelligent,intellegint,IH N T EH L AH JH AH N T,intelligent,IH N T EH L AH JH AH N T,"['intelligent', 'intelligence', 'negligent']"
0.0,0.0,intelligent,intellgnt,IH N T EH L G N T,intelsat,IH N T EH L S AE T,"['intelsat', 'intent']"
0.0,0.0,interested,intertes,IH N T ER T IY Z,internees,IH N T ER N IY Z,"['internees', 'entities', 'interpose', 'invitees', 'intercede', 'interweave', 'interleave', 'interleaf', 'intervene', 'injuries']"
0.0,0.0,interested,intertesd,IH N T ER T EH S D,intertect,IH N T ER T EH K T,"['interbred', 'interrupts', 'interests', 'interests']"
1.0,1.0,interface,inerface,IH N ER F EY S,interface,IH N ER F EY S,"['interface', 'interface', 'interfere', 'inverse', 'deface', 'interfaith', 'interlace', 'inflate', 'inmates', 'inserts', 'inserts']"
0.0,0.0,international,internation,IH N T ER N EY SH AH N,intonation,IH N T AH N EY SH AH N,"['intonation', 'intimation', 'intermission', 'intercession', 'alternation', 'interracial', 'interruption', 'interaction', 'intonations', 'enumeration']"
0.0,0.0,interpret,interpretate,IH N T ER P R IH T EY T,interrelate,IH N T ER R IH L EY T,['interrelate']
1.0,1.0,interpreter,interpretter,IH N T ER P R IH T ER,interpreter,IH N T ER P R AH T ER,"['interpreter', 'interpret', 'interprets', 'interpreters', 'interceptor']"
1.0,1.0,inventions,enventions,EH N V EH N SH AH N Z,inventions,IH N V EH N SH AH N Z,"['inventions', 'conventions', 'invention']"
1.0,1.0,irresistible,irresistable,IH R IH Z IH S T AH B AH L,irresistible,IH R IH Z IH S T AH B AH L,"['irresistible', 'irresistibly']"
1.0,1.0,irritable,irritible,IH R IH T AH B AH L,irritable,IH R AH T AH B AH L,"['irritable', 'erodible', 'erasable', 'treatable', 'immiscible', 'repeatable', 'veritable', 'reliable', 'irascible', 'printable']"
1.0,1.0,isotope,isotrop,AY S AH T R AA P,isotope,AY S AH T OW P,"['isotope', 'isotopes']"
0.0,0.0,iterate,interate,IH N T ER EY T,inmate,IH N M EY T,"['inmate', 'intake', 'intuit', 'interned', 'interim', 'enticed', 'intimate', 'interrupt', 'intent', 'intact']"
1.0,1.0,john,johhn,JH AA N,john,JH AA N,"['john', 'jon', 'chon', 'jun', 'jain', 'gen', 'gin', 'joan', 'jan', 'jane', 'jain', 'jayne']"
0.0,1.0,judgement,judgment,JH AH JH M AH N T,judgment,JH AH JH M AH N T,"['judgment', 'judgement', 'judgments', 'judgements', 'adjournment', 'regiment', 'geminate', 'vehement', 'regimen', 'pungent']"
1.0,1.0,judgment,judgement,JH AH JH M AH N T,judgment,JH AH JH M AH N T,"['judgment', 'judgement', 'judgments', 'judgements', 'adjournment', 'regiment', 'geminate', 'vehement', 'regimen', 'pungent']"
0.0,1.0,kilometre,lilometer,L IH L AH M IY T ER,millimetre,M IH L AH M IY T ER,"['millimetre', 'kilometre', 'millilitre', 'millimetres', 'kilometres']"
1.0,1.0,kipper,kippur,K IH P ER,kipper,K IH P ER,"['kipper', 'caper', 'capper', 'keeper', 'copper', 'kicker', 'cowper', 'cooper', 'cowper', 'hipper']"
0.0,1.0,knowing,knawing,N AO IH NG,gnawing,N AO IH NG,"['gnawing', 'knowing', 'pawing', 'hawing', 'sawing', 'thawing', 'nearing', 'shoring', 'pouring', 'poring']"
0.0,1.0,laser,luser,L UW Z ER,loser,L UW Z ER,"['loser', 'looser', 'luther', 'luger', 'loose', 'luce', 'user', 'laser', 'lazar', 'boozer']"
0.0,1.0,latest,latext,L EY T EH K S T,latex,L EY T EH K S,"['latex', 'playtex', 'latest', 'text']"
0.0,0.0,layer,lloyer,L OY ER,lawyer,L OY ER,"['lawyer', 'loire', 'lower', 'loin', 'sawyer', 'lloyd', 'loyd', 'boyer', 'coyer', 'foyer']"
0.0,0.0,leave,leasve,L IY S V IY,lieske,L IY S K IY,"['levy', 'larvae', 'leslie', 'lesley', 'laski', 'leister', 'lusty', 'loosely', 'leases', 'leasing']"
1.0,1.0,leisure,lesure,L EH ZH ER,leisure,L EH ZH ER,"['leisure', 'leisure', 'measure', 'lever', 'leper', 'ledger', 'leger', 'leather', 'lecher', 'letter']"
0.0,0.0,lesion,liasion,L IY AA S IY AH N,lothian,L AA TH IY AH N,"['lothian', 'halcyon']"
0.0,0.0,liaison,liason,L AY S AH N,liason,L AY S AH N,"['listen', 'lassen', 'lesson', 'lessen', 'lysine', 'lawson', 'loosen', 'lighten', 'lichen', 'liken']"
0.0,1.0,library,libary,L AY B EH R IY,libel,L AY B EH L,"['libel', 'liberia', 'library', 'dewberry', 'libraries', 'blueberry', 'mulberry', 'tilbury', 'iberia', 'barry', 'berry', 'bury', 'barre', 'barrie']"
0.0,1.0,likely,likly,L IH K L IY,wickley,W IH K L IY,"['likely', 'sickly', 'thickly', 'likelier', 'prickly', 'wrigley', 'legree', 'weekly', 'weakly', 'luckily']"
1.0,1.0,liquefy,liquify,L IH K W AH F AY,liquefy,L IH K W AH F AY,"['liquefy', 'liquefied', 'liquids', 'liquid']"
0.0,0.0,losing,lossing,L AO S IH NG,lossing,L AO S IH NG,"['lessing', 'leasing', 'tossing', 'lauding', 'loosing', 'longing', 'logging', 'horsing', 'sourcing', 'losses']"
1.0,1.0,madness,maddness,M AE D N AH S,madness,M AE D N AH S,"['madness', 'badness', 'madras', 'sadness', 'redness', 'mattress', 'maddening', 'cadmus', 'madmen', 'magnet', 'magnate']"
1.0,1.0,maintenance,maintanence,M EY N T AH N AH N S,maintenance,M EY N T AH N AH N S,"['maintenance', 'maintenance', 'countenance', 'mountainous']"
0.0,0.0,majority,majaerly,M AE JH ER L IY,matherly,M AE DH ER L IY,"['madly', 'manly', 'manley', 'miserly', 'motherly', 'magically', 'mammary', 'mallory', 'masterly', 'malady']"
0.0,0.0,majority,majoraly,M AE JH ER AH L IY,naturally,N AE CH ER AH L IY,"['naturally', 'magically', 'magically', 'manfully', 'generally', 'mackerel', 'majesty', 'masterly']"
0.0,1.0,marshal,marshall,M AA R SH AH L,marshall,M AA R SH AH L,"['marshall', 'martial', 'marshal', 'martian', 'partial', 'marshes', 'marvel', 'marple', 'marble', 'model']"
0.0,0.0,masks,maks,M AE K S,max,M AE K S,"['max', 'macs', 'macks', 'mex', 'mix', 'maps', 'mikes', 'mokes', 'makes', 'knacks']"
0.0,1.0,maximum,maxium,M AE K S IY AH M,maxim,M AE K S AH M,"['maxim', 'axiom', 'maxine', 'maximum', 'maxis', 'calcium', 'axial', 'maximal', 'maxims', 'maxilla']"
0.0,1.0,media,midia,M IH D IY AH,medea,M AH D IY AH,"['medea', 'media', 'lydia', 'muddy', 'video', 'midi', 'mahdi', 'mitra', 'mudra', 'muddied']"
1.0,1.0,memento,momento,M OW M EH N T OW,memento,M EH M EH N T OW,"['memento', 'moments', 'momentous', 'momentum', 'modesto', 'moment', 'mementos', 'foment']"
0.0,0.0,memory,meory,M IH R IY,mary,M EH R IY,"['mary', 'merry', 'marry', 'murray', 'millie', 'miro', 'miro', 'mari', 'mirror', 'mira']"
1.0,1.0,metaphysical,pataphysical,P AE T AH F IH Z IH K AH L,metaphysical,M EH T AH F IH Z IH K AH L,['metaphysical']
0.0,0.0,mike,mic,M IH K,mic,M IH K,"['mic', 'mick', 'mig', 'make', 'mech', 'muck', 'mac', 'mack', 'merck', 'murk']"
1.0,1.0,millennium,millenium,M AH L IY N IY AH M,millennium,M AH L EH N IY AH M,"['millennium', 'selenium', 'polonium', 'millennia', 'millenniums', 'molina']"
0.0,0.0,minimum,minum,M IH N AH M,menem,M EH N AH M,"['minute', 'minot', 'monomer', 'mineral', 'mineral', 'miriam', 'manama', 'mennen', 'venom', 'minna']"
0.0,1.0,minuscule,miniscule,M IH N IH S K Y UW L,miniscule,M IH N IH S K Y UW L,['minuscule']
0.0,0.0,miscellaneous,misilous,M IH S AH L AH S,merciless,M ER S AH L AH S,"['merciless', 'missiles', 'mistress', 'misplace', 'nicholas', 'listless', 'michelin', 'miscible', 'oxalis', 'mistletoe']"
0.0,0.0,mischievous,mischievious,M IH S CH IY EH V IY AH S,,,[]
0.0,1.0,monkey,minkay,M IH NG K EY,minkow,M IH NG K AW,"['minks', 'monkey', 'mink', 'minke', 'kinky', 'pinky', 'pinkie', 'monks', 'dinky', 'linker']"
1.0,1.0,monkey,monkay,M AH NG K EY,monkey,M AH NG K IY,"['monkey', 'monks', 'monger', 'monk', 'mckay', 'junkie', 'junky', 'hunky', 'funky', 'minks']"
0.0,0.0,more,mroe,M R OW,moreau,M ER OW,"['moreau', 'grow', 'gro', 'bro', 'trow', 'mayo', 'fro', 'crow', 'throw', 'pro']"
1.0,1.0,mosaic,mosaik,M OW S EY K,mosaic,M OW Z EY IH K,"['mosaic', 'monique', 'mosel', 'mosul', 'mohawk', 'mostly', 'moses', 'moses', 'musk', 'mistake']"
0.0,1.0,mouser,mousr,M AW S ER,mauser,M AW S ER,"['mauser', 'mouser', 'mousy', 'mows', 'mercer', 'mass', 'most', 'miss', 'laos', 'louse']"
0.0,0.0,moving,oving,OW V IH NG,irving,ER V IH NG,"['irving', 'owning', 'revving', 'raving', 'arriving', 'roaming', 'roping', 'rolling', 'serving', 'curving']"
0.0,1.0,naive,nieve,N IY EH V,kiev,K IY EH V,"['kiev', 'naive', 'neon', 'noel', 'noelle', 'pm', 'needs', 'never', 'pierre', 'neater']"
0.0,0.0,necessary,neccessary,N EH K S EH S ER IY,accessory,AE K S EH S ER IY,['accessory']
1.0,1.0,necessary,necesary,N EH S AH S EH R IY,necessary,N EH S AH S EH R IY,"['necessary', 'emissary', 'ancillary', 'necessarily', 'unnecessary']"
0.0,0.0,necessary,necesser,N AH S EH S ER,possessor,P AH Z EH S ER,"['possessor', 'assessor', 'assess', 'assessed', 'nestler', 'obsess', 'successor', 'incest', 'nestor', 'cassettes']"
0.0,0.0,neighbor,neighbour,N EY B ER,neighbour,N EY B ER,"['neighbour', 'nader', 'nadir', 'namer', 'labour', 'haber', 'baber', 'sabre', 'fabre', 'nature']"
1.0,1.0,neighbour,neighbor,N EY B ER,neighbour,N EY B ER,"['neighbour', 'nader', 'nadir', 'namer', 'labour', 'haber', 'baber', 'sabre', 'fabre', 'nature']"
