correct,in_candidates,correct_spelling,misspelling,phoneme_rep,suggested,suggested_phoneme,candidates
1.0,1.0,controversial,controvercial,K AA N T R AH V ER SH AH L,controversial,K AA N T R AH V ER SH AH L,"['controversial', 'uncontroversial']"
0.0,1.0,controversies,controveries,K AA N T R AH V ER IY Z,contravene,K AA N T R AH V IY N,"['contravene', 'controversies', 'controversy']"
1.0,1.0,controversy,contraversy,K AA N T R AH V ER S IY,controversy,K AA N T R AH V ER S IY,"['controversy', 'controversies', 'contravene']"
1.0,1.0,controversy,controvercy,K AA N T R AH V ER S IY,controversy,K AA N T R AH V ER S IY,"['controversy', 'controversies', 'contravene']"
1.0,1.0,controversy,controvery,K AA N T R AH V ER IY,controversy,K AA N T R AH V ER S IY,"['controversy', 'contravene', 'controversies']"
0.0,1.0,convenient,conveinent,K AH N V EY N AH N T,convergent,K AH N V ER JH AH N T,"['convergent', 'conversant', 'convenient', 'covenant', 'conveyance', 'containment', 'convention', 'covenanter']"
1.0,1.0,convenient,convienient,K AH N V IY N IY AH N T,convenient,K AH N V IY N Y AH N T,"['convenient', 'convenience']"
0.0,1.0,conventional,convential,K AH N V EH N SH AH L,convention,K AH N V EH N SH AH N,"['convention', 'convection', 'contention', 'contentious', 'conventions', 'credential', 'consensual', 'conventional']"
1.0,1.0,conversion,convertion,K AH N V ER SH AH N,conversion,K AH N V ER ZH AH N,"['conversion', 'confession', 'concussion', 'condition', 'convulsion', 'conviction', 'concession', 'conniption', 'connection', 'connexion']"
1.0,1.0,coveted,coverted,K AH V ER T IH D,coveted,K AH V AH T IH D,"['coveted', 'perverted', 'converted', 'committed', 'reverted', 'diverted', 'diverted', 'reverted', 'inverted', 'carotid']"
1.0,1.0,converter,convertor,K AH N V ER T ER,converter,K AH N V ER T ER,"['converter', 'converts', 'convert', 'culvert', 'converse', 'converge', 'conveyor', 'concert', 'comforter', 'convert']"
1.0,1.0,converters,convertors,K AH N V ER T ER Z,converters,K AH N V ER T ER Z,"['converters', 'converts', 'comforters', 'converter', 'converted', 'converses', 'converting', 'connectors', 'conversed', 'containers']"
1.0,1.0,conveyor,conveyer,K AH N V EY ER,conveyor,K AH N V EY ER,"['conveyor', 'conveys', 'conveyed', 'converter', 'convey', 'convene', 'converse', 'convert', 'converge', 'conveying']"
0.0,1.0,corporation,coorperation,K OW AO R P ER EY SH AH N,cooperation,K OW AA P ER EY SH AH N,"['cooperation', 'cooperation', 'corporation', 'corp', 'incorporation', 'corporations']"
1.0,1.0,coordination,coordiantion,K OW AO R D IY AE N SH AH N,coordination,K OW AO R D AH N EY SH AH N,['coordination']
0.0,0.0,coy,cpoy,S IY P OY,sipa,S IY P AH,"['seeped', 'seeps', 'seep', 'cheapo', 'cebu', 'savoy', 'seabee', 'depot', 'sepia', 'soapy']"
1.0,1.0,copyright,copywrite,K AA P IY R AY T,copyright,K AA P IY R AY T,"['copyright', 'copyrights', 'copywriter', 'copycat', 'cartwright', 'carport', 'copyrighted', 'copywriters']"
1.0,1.0,corporate,corparate,K AO R P ER AH T,corporate,K AO R P ER AH T,"['corporate', 'corporate', 'carpet', 'corporal', 'corset', 'corpus', 'corpora', 'corporal', 'corpses', 'correlate']"
1.0,1.0,correspond,corrispond,K AO R AH S P AA N D,correspond,K AO R AH S P AA N D,"['correspond', 'corresponds', 'corresponding', 'corresponded']"
1.0,1.0,corresponded,corrisponded,K AO R AH S P AA N D IH D,corresponded,K AO R AH S P AA N D IH D,"['corresponded', 'corresponding', 'corresponds', 'correspond']"
1.0,1.0,correspondent,correspondant,K AO R AH S P AA N D AH N T,correspondent,K AO R AH S P AA N D AH N T,"['correspondent', 'correspondence', 'correspondents']"
1.0,1.0,correspondent,corrispondant,K AO R AH S P AA N D AH N T,correspondent,K AO R AH S P AA N D AH N T,"['correspondent', 'correspondence', 'correspondents']"
1.0,1.0,correspondents,correspondants,K AO R AH S P AA N D AH N T S,correspondents,K AO R AH S P AA N D AH N T S,"['correspondents', 'correspondence', 'correspondent']"
1.0,1.0,correspondents,corrispondants,K AO R AH S P AA N D AH N T S,correspondents,K AO R AH S P AA N D AH N T S,"['correspondents', 'correspondence', 'correspondent']"
0.0,1.0,corresponding,correponding,K AO R P AA N D IH NG,corpening,K AO R P AH N IH NG,"['responding', 'responding', 'corresponding']"
0.0,0.0,corresponding,correposding,K AO R P AO Z D IH NG,,,[]
1.0,1.0,corresponding,corrisponding,K AO R AH S P AA N D IH NG,corresponding,K AO R AH S P AA N D IH NG,"['corresponding', 'corresponded', 'corresponds', 'correspond', 'correspondingly']"
1.0,1.0,corresponds,corrisponds,K AO R AH S P AA N D Z,corresponds,K AO R AH S P AA N D Z,"['corresponds', 'correspond', 'corresponded', 'corresponding']"
1.0,1.0,corrosion,corosion,K ER OW ZH AH N,corrosion,K ER OW ZH AH N,"['corrosion', 'coven', 'colon', 'conan', 'cohan', 'parisian', 'erosion', 'derision', 'cohen', 'persian']"
1.0,1.0,sold,sould,S OW L D,sold,S OW L D,"['sold', 'celled', 'solar', 'soiled', 'sealed', 'sailed', 'souls', 'soles', 'rolled', 'fold']"
0.0,1.0,counselor,councellor,K AW N S L ER,cansler,K AE N S L ER,"['counselor', 'counsellor', 'consular', 'councils', 'counsels', 'candler', 'chancellor', 'council', 'counsel', 'chrysler', 'kreisler']"
0.0,0.0,counselors,councellors,K AW N S L ER Z,counsellors,K AW N S AH L ER Z,"['counsellors', 'counsels', 'councils', 'council', 'counsel', 'counselor', 'counsellor', 'cancers', 'bouncers', 'counters']"
1.0,1.0,countries,ocuntries,AO K AH N T R IY Z,countries,K AH N T R IY Z,"['countries', 'canaries', 'country']"
1.0,1.0,country,ocuntry,AO K AH N T R IY,country,K AH N T R IY,"['country', 'rocketry', 'canary', 'currently', 'coventry', 'circuitry', 'oratory', 'countries']"
0.0,0.0,couturier,coururier,K UH R ER IY ER,curti,K UH R T IY,"['carrier', 'carrier', 'courtier', 'cartier', 'curie', 'curie', 'creamer', 'creature', 'couriers', 'creamier']"
0.0,1.0,covenant,convenant,K AH N V EY N AH N T,convergent,K AH N V ER JH AH N T,"['convergent', 'conversant', 'convenient', 'covenant', 'conveyance', 'containment', 'convention', 'covenanter']"
1.0,1.0,created,creaeted,K R IY EH T IH D,created,K R IY EY T IH D,"['created', 'created', 'creative', 'creating', 'crested', 'crusted', 'crafted', 'fretted', 'cremated', 'carted']"
1.0,1.0,criterion,critereon,K R AY T IH R IY AH N,criterion,K R AY T IH R IY AH N,"['criterion', 'criteria']"
1.0,1.0,criticize,critisize,K R IH T IH S AY Z,criticize,K R IH T IH S AY Z,"['criticize', 'criticized', 'cretaceous', 'critics', 'criticizing', 'criticizes']"
0.0,1.0,criticized,critisized,K R IH T IH S AY Z D,criticised,K R IH T IH S AY Z D,"['criticized', 'criticize', 'criticizes', 'criticizing']"
1.0,1.0,criticizes,critisizes,K R IH T IH S AY Z IH Z,criticizes,K R IH T IH S AY Z IH Z,"['criticizes', 'criticizing', 'criticism', 'criticize']"
0.0,0.0,criticizing,critising,K R AY T AY Z IH NG,cauterizing,K AO T ER AY Z IH NG,['cauterizing']
1.0,1.0,criticizing,critisizing,K R IH T AH S AY Z IH NG,criticizing,K R IH T IH S AY Z IH NG,"['criticizing', 'criticized', 'criticizes', 'crystallizing']"
1.0,1.0,criticism,critisism,K R IH T IH S IH Z AH M,criticism,K R IH T IH S IH Z AH M,"['criticism', 'criticisms', 'criticizes', 'mysticism']"
1.0,1.0,criticisms,critisisms,K R IH T IH S IH Z AH M Z,criticisms,K R IH T IH S IH Z AH M Z,"['criticisms', 'criticism']"
0.0,0.0,critics,criticists,K R IH T IH S IH S T S,,,[]
1.0,1.0,crucifixion,crucifiction,K R UW S IH F IH K SH AH N,crucifixion,K R UW S IH F IH K SH AH N,['crucifixion']
0.0,1.0,cruises,crusies,K R UW Z IY Z,cruces,K R UW S IY Z,"['cruces', 'cruisers', 'cruises', 'crazies', 'crises', 'groupies', 'bruises', 'bruises', 'cruising', 'cronies']"
0.0,0.0,culminating,culiminating,K Y UW L IH M AH N EY T IH NG,,,[]
1.0,1.0,cumulative,cumulatative,K Y UW M Y AH L AH T IH V,cumulative,K Y UW M Y AH L AH T IH V,"['cumulative', 'accumulative', 'cumulatively']"
0.0,1.0,currently,currenly,K ER AH N L IY,currency,K ER AH N S IY,"['currency', 'conley', 'keenly', 'comely', 'cuddly', 'currently', 'burnley', 'cleanly', 'crunchy', 'curtly']"
0.0,0.0,cyan,cxan,K S AE N,krahn,K R AE N,"['clan', 'klan', 'gran', 'cayenne', 'can', 'cannes', 'kan', 'caen', 'san', 'cayenne']"
0.0,1.0,dial,dael,D EY L,dale,D EY L,"['dale', 'deal', 'dial', 'del', 'dell', 'tail', 'tale', 'dull', 'dill', 'doyle']"
0.0,1.0,doubt,doub,D AW B,doub,D AW B,"['dab', 'dhows', 'dob', 'down', 'douse', 'dowse', 'dub', 'deb', 'doubt', 'dowie']"
1.0,1.0,debatable,debateable,D EH B AH T AH B AH L,debatable,D AH B EY T AH B AH L,"['debatable', 'habitable', 'heritable', 'charitable', 'equitable']"
1.0,1.0,deceived,decieved,D IH S IY V D,deceived,D IH S IY V D,"['deceived', 'received', 'deserved', 'received', 'diseased', 'receiver', 'deceive', 'received', 'derisive', 'receives']"
1.0,0.0,decidable,decideable,D IH S AY D AH B AH L,decidable,D IH S AY D AH B AH L,"['desirable', 'desirable', 'discernible', 'definable', 'excitable', 'decidedly']"
1.0,1.0,decide,deside,D IH S AY D,decide,D IH S AY D,"['decide', 'beside', 'deride', 'defied', 'desired', 'denied', 'divide', 'herbicide', 'desire', 'reside']"
0.0,1.0,decidedly,decidely,D IH S AY D L IY,deciding,D IH S AY D IH NG,"['deciding', 'decided', 'divinely', 'decider', 'decides', 'deciphered', 'displease', 'disciple', 'decide', 'decidedly']"
1.0,1.0,insidious,ecidious,IH S IH D IY AH S,insidious,IH N S IH D IY AH S,"['insidious', 'serious', 'assiduous', 'iridium', 'hideous', 'invidious', 'seditious', 'odysseus', 'idiots', 'studious']"
1.0,1.0,decipher,decypher,D IH S AY F ER,decipher,D IH S AY F ER,"['decipher', 'decider', 'decide', 'designer', 'deciphered', 'decides', 'divisor', 'divider', 'desire', 'discern']"
1.0,1.0,deciphered,decyphered,D IH S AY F ER D,deciphered,D IH S AY F ER D,"['deciphered', 'decipher', 'decided', 'desired', 'discerned', 'decides', 'decider', 'deciding', 'despised', 'disguised']"
1.0,1.0,decision,descision,D IH S IH ZH AH N,decision,D IH S IH ZH AH N,"['decision', 'rescission', 'division', 'dispersion', 'decisions', 'diversion', 'derision', 'delusion', 'incision', 'excision']"
1.0,1.0,decisions,descisions,D IH S IH ZH AH N Z,decisions,D IH S IH ZH AH N Z,"['decisions', 'divisions', 'decision', 'diversions', 'delusions', 'incisions', 'rescission', 'division', 'dispersion']"
0.0,1.0,decompose,decomposit,D IY K AH M P OW Z AH T,decomposed,D IY K AH M P OW Z D,"['decomposed', 'decomposes', 'decomposing', 'decompose']"
0.0,0.0,decomposed,decomposited,D IY K AH M P AA Z AH T IH D,,,[]
0.0,0.0,decomposes,decomposits,D IY K AH M P OW Z AH T S,,,[]
1.0,1.0,decomposing,decompositing,D IY K AH M P OW Z AH T IH NG,decomposing,D IY K AH M P OW Z IH NG,['decomposing']
0.0,1.0,defiance,definance,D IH F AY N AE N S,refinance,R IY F AY N AE N S,"['refinance', 'defiance', 'financed', 'finance', 'financier']"
1.0,1.0,define,deffine,D EH F AY N,define,D IH F AY N,"['define', 'deafen', 'divine', 'refine', 'refine', 'devin', 'devon', 'geffen', 'dauphin', 'design']"
1.0,1.0,defined,deffined,D IH F AY N D,defined,D IH F AY N D,"['defined', 'refined', 'defend', 'defines', 'designed', 'defender', 'defiant', 'refined', 'defamed', 'define']"
1.0,1.0,definite,definate,D EH F AH N EY T,definite,D EH F AH N AH T,"['definite', 'detonate', 'detonator', 'hyphenate', 'deficit', 'decimate', 'deference', 'deference', 'deafening', 'dominate']"
1.0,1.0,definite,definit,D EH F AH N AH T,definite,D EH F AH N AH T,"['definite', 'deficit', 'deafening', 'deafness', 'deference', 'deference', 'detonate', 'desolate', 'geminate', 'different']"
1.0,1.0,definitely,definately,D EH F AH N AH T L IY,definitely,D EH F AH N AH T L IY,"['definitely', 'differently', 'infinitely', 'delicately', 'eminently', 'defiantly', 'definite', 'indefinitely']"
1.0,1.0,definitely,definatly,D EH F IH N AH T L IY,definitely,D EH F AH N AH T L IY,['definitely']
1.0,1.0,definitely,definetly,D EH F IH N IH T L IY,definitely,D EH F AH N AH T L IY,['definitely']
1.0,1.0,definitely,definitly,D EH F IH N IH T L IY,definitely,D EH F AH N AH T L IY,['definitely']
0.0,1.0,deities,dieties,D AY AH T IY Z,dieters,D AY AH T ER Z,"['dieters', 'deities', 'diocese', 'dioceses', 'varieties', 'ditties', 'hyades', 'rioters', 'duties', 'diaries']"
1.0,1.0,deity,diety,D AY AH T IY,deity,D IY AH T IY,"['deity', 'piety', 'variety', 'dieters', 'ditty', 'dirty', 'dottie', 'dotty', 'diet', 'doughty']"
0.0,0.0,demeanour,damenor,D AE M AH N ER,laminer,L AE M AH N ER,"['daemon', 'damon', 'daman', 'demon', 'daemon', 'gammon', 'salmon', 'damage', 'famine', 'tammany']"
0.0,0.0,demeanour,demenor,D IH M EH N ER,demeanor,D IH M IY N ER,"['demean', 'demand', 'dement', 'designer', 'demeans', 'demeaned', 'demeter', 'defence', 'defend', 'cement']"
0.0,1.0,demographic,demographical,D EH M AH G R AE F IH K AH L,demographics,D EH M AH G R AE F IH K S,"['demographics', 'demographically', 'demographic']"
1.0,1.0,denigrating,denegrating,D EH N AH G R EY T IH NG,denigrating,D EH N IH G R EY T IH NG,"['denigrating', 'delegating', 'penetrating', 'denigrated', 'integrating', 'emigrating', 'integrating', 'denigrate']"
1.0,1.0,dependence,dependance,D IH P EH N D AH N S,dependence,D IH P EH N D AH N S,"['dependence', 'dependent', 'repentance', 'dependency', 'dependents', 'defendant', 'descendant', 'descendent', 'defendants', 'descendants']"
1.0,1.0,dependency,dependancy,D IH P EH N D AH N S IY,dependency,D IH P EH N D AH N S IY,"['dependency', 'dependence', 'dependencies', 'dependents', 'despondency', 'dependent', 'defendants', 'descendants']"
1.0,1.0,dependent,dependant,D IH P EH N D AH N T,dependent,D IH P EH N D AH N T,"['dependent', 'defendant', 'descendant', 'descendent', 'dependence', 'repentant', 'dependents', 'depressant', 'depended', 'defendants']"
0.0,0.0,derived,deriviated,D ER IH V IY EY T IH D,deviated,D IY V IY EY T IH D,['deviated']
1.0,1.0,derived,dirived,D ER AY V D,derived,D ER AY V D,"['derived', 'derives', 'dives', 'dined', 'diver', 'lived', 'dyad', 'diode', 'driver', 'arrived']"
1.0,1.0,derogatory,derogitory,D ER AA JH AH T AO R IY,derogatory,D ER AA G AH T AO R IY,['derogatory']
1.0,1.0,descendant,decendant,D IH S EH N D AH N T,descendant,D IH S EH N D AH N T,"['descendant', 'descendent', 'defendant', 'dependent', 'descendants', 'discernment', 'ascendant', 'dependence', 'descended', 'dissonant']"
1.0,1.0,descendant,descendent,D IH S EH N D AH N T,descendant,D IH S EH N D AH N T,"['descendant', 'descendent', 'defendant', 'dependent', 'descendants', 'discernment', 'ascendant', 'dependence', 'descended', 'dissonant']"
1.0,1.0,descendants,decendants,D IH S EH N D AH N T S,descendants,D IH S EH N D AH N T S,"['descendants', 'defendants', 'dependents', 'descendant', 'descendent', 'descendants', 'dissidents', 'dependent', 'dependence', 'defendant']"
1.0,1.0,descendants,decendents,D IH S EH N D AH N T S,descendants,D IH S EH N D AH N T S,"['descendants', 'defendants', 'dependents', 'descendant', 'descendent', 'descendants', 'dissidents', 'dependent', 'dependence', 'defendant']"
1.0,1.0,descendants,descendents,D IH S EH N D AH N T S,descendants,D IH S EH N D AH N T S,"['descendants', 'defendants', 'dependents', 'descendant', 'descendent', 'descendants', 'dissidents', 'dependent', 'dependence', 'defendant']"
0.0,1.0,describe,decribe,D IH K R AY B,decried,D IH K R AY D,"['decried', 'decries', 'deprive', 'describe', 'decry', 'decline', 'decreed', 'scribe', 'decrees', 'scriber']"
1.0,1.0,describe,discribe,D IH S K R AY B,describe,D IH S K R AY B,"['describe', 'described', 'describes', 'ascribe', 'discrete', 'discreet', 'inscribe', 'decried', 'decries', 'ascribed']"
0.0,1.0,described,decribed,D IH K R AY B D,deprived,D IH P R AY V D,"['deprived', 'described', 'decried', 'declined', 'describe', 'ascribed', 'decrying', 'decreed', 'describes', 'decries']"
1.0,1.0,described,discribed,D IH S K R AY B D,described,D IH S K R AY B D,"['described', 'describes', 'describe', 'ascribed', 'describing', 'inscribed', 'discard', 'discord', 'inscribes', 'decried']"
0.0,1.0,describes,decribes,D IH K R AY B Z,deprives,D IH P R AY V Z,"['deprives', 'describes', 'decries', 'declines', 'scribes', 'ascribes', 'decrying', 'derives', 'decrees', 'decried']"
1.0,1.0,describes,discribes,D IH S K R AY B Z,describes,D IH S K R AY B Z,"['describes', 'described', 'describe', 'ascribes', 'describing', 'inscribes', 'inscribed', 'discards', 'scribes', 'decries']"
0.0,1.0,describing,decribing,D IH K R AY B IH NG,depriving,D IH P R AY V IH NG,"['depriving', 'describing', 'decrying', 'declining', 'decreasing', 'deriding', 'declaring', 'inscribing']"
1.0,1.0,describing,discribing,D IH S K R AY B IH NG,describing,D IH S K R AY B IH NG,"['describing', 'describes', 'described', 'inscribing', 'discarding', 'describe', 'decrying']"
1.0,1.0,desiccated,dessicated,D EH S AH K EY T IH D,desiccated,D EH S AH K EY T AH D,"['desiccated', 'desecrated', 'decimated', 'dissipated', 'desecrated', 'dedicated', 'decimating', 'suffocated', 'educated', 'decorated']"
0.0,0.0,designed,desgined,D EH S G IH N D,destined,D EH S T IH N D,['destined']
1.0,1.0,designed,dessigned,D IH S AY N D,designed,D IH Z AY N D,"['designed', 'discerned', 'descend', 'disowned', 'defined', 'designer', 'resigned', 'deciphered', 'designs', 'descent', 'dissent']"
1.0,1.0,desirable,desireable,D IH Z AY ER AH B AH L,desirable,D IH Z AY ER AH B AH L,"['desirable', 'desirable', 'definable', 'discernible', 'miserable', 'divisible']"
1.0,1.0,despair,dispair,D IH S P EH R,despair,D IH S P EH R,"['despair', 'dispel', 'disappear', 'disappear', 'despaired', 'despairs', 'dispatch', 'disperse', 'despise', 'despite']"
1.0,1.0,disparate,desparate,D IH S P EH R IH T,disparate,D IH S P EH R IH T,"['disparate', 'disparage', 'despairing', 'disparate', 'despaired', 'dispelling', 'despairs', 'dispensed', 'disparaged', 'disparity']"
1.0,1.0,desperation,despiration,D EH S P ER EY SH AH N,desperation,D EH S P ER EY SH AH N,"['desperation', 'desperation', 'respiration', 'perspiration', 'restoration', 'declaration', 'desolation', 'inspiration', 'expiration', 'decimation']"
1.0,1.0,despicable,dispicable,D IH S P IH K AH B AH L,despicable,D IH S P IH K AH B AH L,"['despicable', 'disposable', 'depreciable']"
1.0,1.0,despite,dispite,D IH S P AY T,despite,D IH S P AY T,"['despite', 'despise', 'disparate', 'dispersed', 'despot', 'dissipate', 'despair', 'diskette', 'dispatch', 'disperse']"
0.0,0.0,story,stroy,S T R OY,sgroi,S K R OY,"['strew', 'straw', 'stray', 'stay', 'stowe', 'stow', 'sty', 'sta', 'stu', 'stew']"
1.0,1.0,destructive,distructive,D IH S T R AH K T IH V,destructive,D IH S T R AH K T IH V,"['destructive', 'destructed', 'destructing', 'distracted', 'destructs', 'distracting', 'distrusted', 'instructive', 'distinctive', 'obstructive']"
1.0,1.0,detached,detatched,D IY T AE CH T,detached,D IY T AE CH T,"['detached', 'detached', 'detest', 'detach', 'reattached', 'detaches', 'reattach', 'detroit', 'detach', 'attached']"
1.0,1.0,detailed,detailled,D IH T EY L D,detailed,D IH T EY L D,"['detailed', 'derailed', 'details', 'detained', 'detail', 'retailed', 'derails', 'details', 'retained', 'curtailed']"
0.0,1.0,determining,determinining,D IH T ER M AH N AH N IH NG,determinant,D IH T ER M AH N AH N T,"['determinant', 'determinants', 'determining']"
1.0,1.0,detrimental,detremental,D EH T R AH M EH N T AH L,detrimental,D EH T R AH M EH N T AH L,"['detrimental', 'detrimental', 'sentimental']"
0.0,1.0,develop,develope,D IH V EH L AH P IY,developer,D IH V EH L AH P ER,"['developer', 'developed', 'develops', 'developers', 'develop', 'developing', 'envelops']"
1.0,1.0,developed,developped,D IH V EH L AH P T,developed,D IH V EH L AH P T,"['developed', 'developer', 'develops', 'developers', 'develop', 'developing', 'enveloped', 'redevelop', 'envelops', 'undeveloped']"
1.0,1.0,development,devolopement,D IH V AA L AH P M AH N T,development,D IH V EH L AH P M AH N T,"['development', 'developments']"
0.0,1.0,device,divice,D IH V AH S,davis,D EY V AH S,"['davis', 'diverse', 'device', 'devise', 'divorce', 'devise', 'divas', 'drivel', 'driven', 'diverts']"
1.0,0.0,didn't,didnt,D IH D N T,didn't,D IH D N T,"['dint', 'divert', 'dripped', 'deduct', 'discern', 'dinners', 'dent', 'drift', ""don't"", 'minter']"
0.0,0.0,idea,diea,D IY AH,dhia,D IY AH,"['tia', 'ria', 'rhea', 'gaea', 'thea', 'via', 'deal', 'mia', 'deed', 'leah']"
1.0,1.0,different,diferent,D IH F R AH N T,different,D IH F R AH N T,"['different', 'different', 'difference', 'defiant', 'deferment', 'deterrent', 'deference', 'difference', 'diffract', 'deficient']"
1.0,1.0,different,diferrent,D IH F ER EH N T,different,D IH F ER AH N T,"['different', 'defend', 'descent', 'dissent', 'defence', 'defect', 'different', 'defiant', 'difference', 'deferment']"
1.0,1.0,different,diffrent,D IH F R AH N T,different,D IH F R AH N T,"['different', 'different', 'difference', 'defiant', 'deferment', 'deterrent', 'deference', 'difference', 'diffract', 'deficient']"
1.0,1.0,difficulties,dificulties,D IH F IH K AH L T IY Z,difficulties,D IH F IH K AH L T IY Z,"['difficulties', 'difficulties', 'difficulty', 'difficulty', 'difficultly']"
1.0,1.0,difficulty,dificulty,D IH F IH K AH L T IY,difficulty,D IH F IH K AH L T IY,"['difficulty', 'difficulty', 'difficulties', 'difficulties', 'difficultly', 'difficult']"
1.0,1.0,dimension,dimention,D IH M EH N SH AH N,dimension,D IH M EH N SH AH N,"['dimension', 'detention', 'dissension', 'dimensions', 'dementia', 'detection', 'deception', 'defection', 'diminution', 'demotion']"
0.0,1.0,dimensions,dimenions,D IH M IY N Y AH N Z,dominion's,D AH M IH N Y AH N Z,['dimensions']
1.0,1.0,dimensions,dimentions,D IH M EH N SH AH N Z,dimensions,D IH M EH N SH AH N Z,"['dimensions', 'detentions', 'dimension', 'dimensional', 'deceptions', 'defections', 'demotions', 'detention', 'dissension', 'impressions']"
1.0,1.0,diphthong,diphtong,D IH F T AO NG,diphthong,D IH F TH AO NG,"['diphthong', 'drifting', 'differing', 'deferring', 'differing', 'gifting', 'sifting', 'lifting', 'shifting', 'defying']"
1.0,1.0,diphthong,dipthong,D IH P TH AO NG,diphthong,D IH F TH AO NG,"['diphthong', 'dipping', 'deplore', 'dripping', 'deport']"
1.0,0.0,diphthongs,diphtongs,D IH F T AO NG Z,diphthongs,D IH F TH AO NG Z,"['diphthong', 'drifting', 'drifters']"
1.0,0.0,diphthongs,dipthongs,D IH P TH AO NG Z,diphthongs,D IH F TH AO NG Z,"['diphthong', 'deplores']"
1.0,1.0,directly,driectly,D R IY EH K T L IY,directly,D ER EH K T L IY,"['directly', 'directory', 'directory', 'directory']"
1.0,1.0,disagreement,dissagreement,D IH S AH G R IY M AH N T,disagreement,D IH S AH G R IY M AH N T,"['disagreement', 'disagreements', 'disgorgement']"
1.0,1.0,disappear,dissapear,D IH S AH P IY R,disappear,D IH S AH P IY R,"['disappear', 'disappear', 'dissipate', 'despair', 'disappeared', 'disappears', 'disarray', 'disappears', 'disappeared', 'disapprove']"
1.0,1.0,disappear,dissappear,D IH S AH P IY R,disappear,D IH S AH P IY R,"['disappear', 'disappear', 'dissipate', 'despair', 'disappeared', 'disappears', 'disarray', 'disappears', 'disappeared', 'disapprove']"
1.0,1.0,disappeared,dissapeared,D IH S AH P IY R D,disappeared,D IH S AH P IY R D,"['disappeared', 'disappeared', 'disappears', 'despaired', 'disappear', 'disappears', 'disappearing', 'disappear', 'disapproved', 'disapprove']"
1.0,1.0,disappearing,dissapearing,D IH S AH P IY R IH NG,disappearing,D IH S AH P IY R IH NG,"['disappearing', 'disappearing', 'dissipating', 'despairing', 'disappears', 'disappointing', 'disappeared', 'disapproving', 'disagreeing', 'disrupting']"
1.0,1.0,disappears,dissapears,D IH S AH P IY R Z,disappears,D IH S AH P IY R Z,"['disappears', 'disappears', 'disappeared', 'despairs', 'disappear', 'disappeared', 'disappearing', 'disappear', 'disapproves', 'displease']"
1.0,1.0,disappears,dissappears,D IH S AH P IY R Z,disappears,D IH S AH P IY R Z,"['disappears', 'disappears', 'disappeared', 'despairs', 'disappear', 'disappeared', 'disappearing', 'disappear', 'disapproves', 'displease']"
1.0,1.0,disapproval,disaproval,D IH S AH P R UW V AH L,disapproval,D IH S AH P R UW V AH L,"['disapproval', 'disapproving', 'disapproved', 'disapproves', 'disapprove']"
0.0,1.0,disaster,diaster,D AY AE S T ER,riester,R AY IH S T ER,"['diaspora', 'diameter', 'disaster', 'dexter', 'blaster', 'dniester', 'drafter', 'diced', 'plaster', 'digester']"
1.0,1.0,disastrous,disasterous,D IH S AE S T ER AH S,disastrous,D IH Z AE S T R AH S,['disastrous']
0.0,0.0,discontent,discontentment,D IH S K AH N T EH N T M AH N T,,,[]
0.0,1.0,discover,dicover,D IH K AH V ER,recover,R IH K AH V ER,"['recover', 'discover', 'deliver', 'decoder', 'decatur', 'thickener', 'disavow', 'dickens', 'recovery', 'uncover']"
0.0,1.0,discovered,dicovered,D IH K AH V ER D,recovered,R IH K AH V ER D,"['recovered', 'recovered', 'discovered', 'recovers', 'delivered', 'recovery', 'disavowed', 'discover', 'uncovered', 'recover']"
0.0,1.0,discovering,dicovering,D IH K AH V ER IH NG,recovering,R IH K AH V ER IH NG,"['recovering', 'recovering', 'discovering', 'delivering', 'disavowing', 'uncovering', 'diverting', 'devouring', 'covering']"
0.0,1.0,discovers,dicovers,D IH K AH V ER Z,recovers,R IH K AH V ER Z,"['recovers', 'dickens', 'discovers', 'recovered', 'delivers', 'decoders', 'recovery', 'recoveries', 'uncovers', 'picketers']"
0.0,1.0,discovery,dicovery,D IH K AH V R IY,recovery,R IH K AH V R IY,"['recovery', 'recovery', 'discovery', 'discovery', 'disagree', 'discovery', 'decreed', 'victory', 'decree']"
1.0,1.0,discuss,descuss,D EH S K AH S,discuss,D IH S K AH S,"['discuss', 'discus', 'discs', 'disks', 'desks', 'viscous', 'despot', 'dorcas', 'deafness', 'decorous']"
1.0,1.0,disintegrated,desintegrated,D IH S IH N T AH G R EY T IH D,disintegrated,D IH S IH N T AH G R EY T IH D,"['disintegrated', 'disintegrating', 'disintegrates', 'disintegrate']"
1.0,1.0,disintegration,desintegration,D IH S IH N T AH G R EY SH AH N,disintegration,D IH S IH N T AH G R EY SH AH N,"['disintegration', 'disintegration']"
1.0,1.0,disobedience,disobediance,D IH S AH B IY D IY AH N S,disobedience,D IH S AH B IY D IY AH N S,"['disobedience', 'disobedience', 'disobedient', 'disobedient']"
1.0,1.0,disobedience,dissobediance,D IH S OW B IY D IY AH N S,disobedience,D IH S OW B IY D IY AH N S,"['disobedience', 'disobedience', 'disobedient', 'disobedient']"
1.0,1.0,disobedience,dissobedience,D IH S OW B IY D IY AH N S,disobedience,D IH S OW B IY D IY AH N S,"['disobedience', 'disobedience', 'disobedient', 'disobedient']"
1.0,1.0,disobedient,disobediant,D IH S AH B IY D IY AH N T,disobedient,D IH S AH B IY D IY AH N T,"['disobedient', 'disobedient', 'disobedience', 'disobedience']"
